parent_sked,parent_sked_part,in_a_group,db_table,ordering,db_name,xpath,irs_type,db_type,line_number,description,versions
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,63,Cllctbls_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/CollectiblesGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 18; Column (c)," Collectibles; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,64,DrgsAndMdclSppls_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/DrugsAndMedicalSuppliesGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 20; Column (c)," Drugs and medical supplies; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,65,FdInvntry_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/FoodInventoryGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 19; Column (c)," Food inventory; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,66,HstrclArtfcts_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/HistoricalArtifactsGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 22; Column (c)," Historical artifacts; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,67,IntllctlPrprty_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/IntellectualPropertyGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 8; Column (c)," Intellectual property; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,True,SkdMOthrNnCshCntrTbl,68,NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/OtherNonCashContriTableGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Lines 25-28; Column (c)," Other non-cash contributions; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,69,QlfdCntrbHstStrct_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/QualifiedContribHistStructGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 13; Column (c)," Qualified conservation contributions - historic structures; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,70,QlfdCntrbOthr_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/QualifiedContribOtherGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 14; Column (c)," Qualified conservation contributions - other; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,71,RlEsttCmmrcl_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/RealEstateCommercialGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 16; Column (c)," Real estate - commercial; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,72,RlEsttOthr_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/RealEstateOtherGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 17; Column (c)," Real estate - other; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,73,RlEsttRsdntl_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/RealEstateResidentialGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 15; Column (c)," Real estate - residential; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,74,ScntfcSpcmns_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/ScientificSpecimensGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 23; Column (c)," Scientific specimens; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,75,ScrPrtnrshpTrstIntrsts_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/SecurPrtnrshpTrustIntrstsGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 11; Column (c)," Securities - partnership or trust interests; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,76,ScrtsClslyHldStck_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/SecuritiesCloselyHeldStockGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 10; Column (c)," Securities - closely held stock; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,77,ScrtsMsc_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/SecuritiesMiscellaneousGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 12; Column (c)," Securities - miscellaneous; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,78,ScrtsPblclyTrdd_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/SecuritiesPubliclyTradedGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 9; Column (c)," Securities - publicly traded; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,79,Txdrmy_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/TaxidermyGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 21; Column (c)," Taxidermy; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,80,WrksOfArt_NncshCntrbtnsRptF990Amt,/IRS990ScheduleM/WorksOfArtGrp/NoncashContributionsRptF990Amt,USAmountType,BigInteger, Part I Line 1; Column (c)," Art - works of art; Revenues reported on F990, Pt VIII, line 1g",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,81,ArchlgclArtfcts_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/ArchaeologicalArtifactsGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 24; Column (d), Archaeological artifacts; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,82,ArtFrctnlIntrst_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/ArtFractionalInterestGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 3; Column (d), Art - fractional interest; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,83,ArtHstrclTrsrs_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/ArtHistoricalTreasuresGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 2; Column (d), Art - Historical treasures; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,84,BtsAndPlns_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/BoatsAndPlanesGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 7; Column (d), Boats and planes; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,85,BksAndPblctns_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/BooksAndPublicationsGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 4; Column (d), Books and publications; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,86,CrsAndOthrVhcls_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/CarsAndOtherVehiclesGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 6; Column (d), Cars and other vehicles; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,87,ClthngAndHshldGds_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/ClothingAndHouseholdGoodsGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 5; Column (d), Clothing and household goods; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,88,Cllctbls_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/CollectiblesGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 18; Column (d), Collectibles; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,89,DrgsAndMdclSppls_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/DrugsAndMedicalSuppliesGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 20; Column (d), Drugs and medical supplies; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,90,FdInvntry_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/FoodInventoryGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 19; Column (d), Food inventory; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,91,HstrclArtfcts_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/HistoricalArtifactsGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 22; Column (d), Historical artifacts; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,92,IntllctlPrprty_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/IntellectualPropertyGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 8; Column (d), Intellectual property; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,True,SkdMOthrNnCshCntrTbl,93,MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/OtherNonCashContriTableGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Lines 25-28; Column (d), Other non-cash contributions; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,94,QlfdCntrbHstStrct_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/QualifiedContribHistStructGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 13; Column (d), Qualified conservation contributions - historic structures; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,95,QlfdCntrbOthr_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/QualifiedContribOtherGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 14; Column (d), Qualified conservation contributions - other; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,96,RlEsttCmmrcl_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/RealEstateCommercialGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 16; Column (d), Real estate - commercial; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,97,RlEsttOthr_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/RealEstateOtherGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 17; Column (d), Real estate - other; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,98,RlEsttRsdntl_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/RealEstateResidentialGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 15; Column (d), Real estate - residential; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,99,ScntfcSpcmns_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/ScientificSpecimensGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 23; Column (d), Scientific specimens; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,100,ScrPrtnrshpTrstIntrsts_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/SecurPrtnrshpTrustIntrstsGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 11; Column (d), Securities - partnership or trust interests; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,101,ScrtsClslyHldStck_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/SecuritiesCloselyHeldStockGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 10; Column (d), Securities - closely held stock; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,102,ScrtsMsc_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/SecuritiesMiscellaneousGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 12; Column (d), Securities - miscellaneous; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,103,ScrtsPblclyTrdd_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/SecuritiesPubliclyTradedGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 9; Column (d), Securities - publicly traded; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,104,Txdrmy_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/TaxidermyGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 21; Column (d), Taxidermy; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_i,False,skedm_part_i,105,WrksOfArt_MthdOfDtrmnngRvnsTxt,/IRS990ScheduleM/WorksOfArtGrp/MethodOfDeterminingRevenuesTxt,LineExplanationType,String(length=100), Part I Line 1; Column (d), Art - works of art; Method of determining revenues,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_ii,True,SkdMSpplmntlInfrmtnDtl,106,SpplmntlInfrmtnDtl,/IRS990ScheduleM/SupplementalInformationDetail,,Text, Part II, Explanation repeating group,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_ii,True,SkdMSpplmntlInfrmtnDtl,107,FrmAndLnRfrncDsc,/IRS990ScheduleM/SupplementalInformationDetail/FormAndLineReferenceDesc,LineExplanationType,String(length=100), Part II; Part II," Explanation repeating group; Form, part and line number reference",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleM,skedm_part_ii,True,SkdMSpplmntlInfrmtnDtl,108,ExplntnTxt,/IRS990ScheduleM/SupplementalInformationDetail/ExplanationTxt,ExplanationType,Text, Part II; Part II," Explanation repeating group; Form, part and line number reference explanation",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleN,skedn_part_i,False,skedn_part_i,1,LqdtnOfAsstsTbl,/IRS990ScheduleN/LiquidationOfAssetsTableGrp,,Text, Part I Line 1," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,2,LqdtnOfAsstsDtl_AsstsDstrOrExpnssPdDsc,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/AssetsDistriOrExpnssPaidDesc,ShortExplanationType,Text, Part I Line 1; Column (a)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Description of asset(s) distributed or transactional expenses paid",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,3,LqdtnOfAsstsDtl_DstrbtnDt,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/DistributionDt,DateType,String(length=31), Part I Line 1; Column (b)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Date of distribution",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,4,LqdtnOfAsstsDtl_FrMrktVlOfAsstAmt,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/FairMarketValueOfAssetAmt,USAmountType,BigInteger, Part I Line 1; Column (c)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Fair market value of asset(s) distributed or amount of transactional expenses",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,5,LqdtnOfAsstsDtl_MthdOfFMVDtrmntnTxt,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/MethodOfFMVDeterminationTxt,ShortExplanationType,Text, Part I Line 1; Column (d)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Method of determining FMV for asset(s) distributed or transactional expenses",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,6,LqdtnOfAsstsDtl_EIN,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/EIN,EINType,String(length=9), Part I Line 1; Column (e)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; EIN of recipient (if tax-exempt)",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,7,LqdtnOfAsstsDtl_IRCSctnTxt,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/IRCSectionTxt,LineExplanationType,String(length=100), Part I Line 1; Column (g)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; IRC code section of recipient(s) (if tax-exempt) or type of entity",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,8,LqdtnOfAsstsDtl_PrsnNm,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/PersonNm,PersonNameType,String(length=35), Part I Line 1; Column (f)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Name - Person",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,9,BsnssNm_BsnssNmLn1Txt,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/BusinessName/BusinessNameLine1,BusinessNameLine1Type,String(length=75), Part I Line 1; Column (f)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Name - Business; Business name line 1",2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,10,BsnssNm_BsnssNmLn1Txt,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/BusinessName/BusinessNameLine1Txt,BusinessNameLine1Type,String(length=75), Part I Line 1; Column (f)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Name - Business; Business name line 1",2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,11,BsnssNm_BsnssNmLn2Txt,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/BusinessName/BusinessNameLine2,BusinessNameLine2Type,String(length=75), Part I Line 1; Column (f)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Name - Business; Business name line 2",2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,12,BsnssNm_BsnssNmLn2Txt,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/BusinessName/BusinessNameLine2Txt,BusinessNameLine2Type,String(length=75), Part I Line 1; Column (f)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Name - Business; Business name line 2",2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,13,USAddrss_AddrssLn1Txt,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/AddressLine1,StreetAddressType,String(length=35), Part I Line 1; Column (f)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Address - US; Address line 1",2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,14,USAddrss_AddrssLn1Txt,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/AddressLine1Txt,StreetAddressType,String(length=35), Part I Line 1; Column (f)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Address - US; Address line 1",2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,15,USAddrss_AddrssLn2Txt,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/AddressLine2,StreetAddressType,String(length=35), Part I Line 1; Column (f)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Address - US; Address line 2",2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,16,USAddrss_AddrssLn2Txt,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/AddressLine2Txt,StreetAddressType,String(length=35), Part I Line 1; Column (f)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Address - US; Address line 2",2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleN,skedn_part_i,True,SkdNLqdtnOfAsstsDtl,17,USAddrss_CtyNm,/IRS990ScheduleN/LiquidationOfAssetsTableGrp/LiquidationOfAssetsDetail/USAddress/City,CityType,String(length=22), Part I Line 1; Column (f)," Complete Part I if the organization ceased its operations and any remaining activities are for the purpose of dissolving, paying debts, or distributing any remaining assets; Address - US; City",2013v3.0;2013v3.1;2013v4.0
