xpath,versions,description
/IRS990ScheduleL/LoanTable/LoanFromOrganization,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[LoanTable] Loan information; [LoanFromOrganization] Loan from organization?
/IRS990ScheduleL/LoanTable/LoanToOrganization,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[LoanTable] Loan information; [LoanToOrganization] Loan to organization?
/IRS990ScheduleL/LoanTable/NameBusiness/BusinessNameLine1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[LoanTable] Loan information; [NameBusiness] Name - Business; [BusinessNameLine1] Business name line 1
/IRS990ScheduleL/LoanTable/NameBusiness/BusinessNameLine2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[LoanTable] Loan information; [NameBusiness] Name - Business; [BusinessNameLine2] Business name line 2
/IRS990ScheduleL/LoanTable/NamePerson,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[LoanTable] Loan information; [NamePerson] Name - Person
/IRS990ScheduleL/LoanTable/OriginalPrincipalAmount,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[LoanTable] Loan information; [OriginalPrincipalAmount] Original principal amount
/IRS990ScheduleL/LoanTable/PurposeOfLoan,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[LoanTable] Loan information; [PurposeOfLoan] Purpose of loan
/IRS990ScheduleL/LoanTable/RelationshipWithOrganization,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[LoanTable] Loan information; [RelationshipWithOrganization] Relationship with organization
/IRS990ScheduleL/LoanTable/WrittenAgreement,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[LoanTable] Loan information; [WrittenAgreement] Written agreement?
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/BalanceDueAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [BalanceDueAmt] Balance due
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/BoardOrCommitteeApprovalInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [BoardOrCommitteeApprovalInd] Approved by board?
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/BusinessName/BusinessNameLine1,2013v3.0;2013v3.1;2013v4.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [BusinessName] Name - Business; [BusinessNameLine1] Business name line 1
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/BusinessName/BusinessNameLine1Txt,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [BusinessName] Name - Business; [BusinessNameLine1Txt] Business name line 1
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/BusinessName/BusinessNameLine2,2013v3.0;2013v3.1;2013v4.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [BusinessName] Name - Business; [BusinessNameLine2] Business name line 2
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/BusinessName/BusinessNameLine2Txt,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [BusinessName] Name - Business; [BusinessNameLine2Txt] Business name line 2
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/DefaultInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [DefaultInd] Default?
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/LoanFromOrganizationInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [LoanFromOrganizationInd] Loan from organization?
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/LoanPurposeTxt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [LoanPurposeTxt] Purpose of loan
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/LoanToOrganizationInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [LoanToOrganizationInd] Loan to organization?
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/OriginalPrincipalAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [OriginalPrincipalAmt] Original principal amount
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/PersonNm,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [PersonNm] Name - Person
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/RelationshipWithOrgTxt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [RelationshipWithOrgTxt] Relationship with organization
/IRS990ScheduleL/LoansBtwnOrgInterestedPrsnGrp/WrittenAgreementInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[LoansBtwnOrgInterestedPrsnGrp] Loan information; [WrittenAgreementInd] Written agreement?
/IRS990ScheduleL/SupplementalInformationDetail,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[SupplementalInformationDetail] Part V contents
/IRS990ScheduleL/SupplementalInformationDetail/ExplanationTxt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[SupplementalInformationDetail] Part V contents; [ExplanationTxt] Form, part and line number reference explanation"
/IRS990ScheduleL/SupplementalInformationDetail/FormAndLineReferenceDesc,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[SupplementalInformationDetail] Part V contents; [FormAndLineReferenceDesc] Form, part and line number reference"
/IRS990ScheduleL/TaxImposedAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TaxImposedAmt] Amount of tax imposed
/IRS990ScheduleL/TaxReimbursedAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TaxReimbursedAmt] Amount of tax reimbursed
/IRS990ScheduleL/TotalBalanceDue,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TotalBalanceDue] Total balance due
/IRS990ScheduleL/TotalBalanceDueAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TotalBalanceDueAmt] Total balance due
/IRS990ScheduleM/AnyPropertyThatMustBeHeld,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AnyPropertyThatMustBeHeld] Any property that must be held?
/IRS990ScheduleM/AnyPropertyThatMustBeHeldInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[AnyPropertyThatMustBeHeldInd] Any property that must be held?
/IRS990ScheduleM/ArchaeologicalArtifacts/MethodOfDeterminingRevenues,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ArchaeologicalArtifacts] Archaeological artifacts; [MethodOfDeterminingRevenues] Method of determining revenues
/IRS990ScheduleM/ArchaeologicalArtifacts/NonCashCheckbox,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ArchaeologicalArtifacts] Archaeological artifacts; [NonCashCheckbox] Checkbox for lines on Part I
/IRS990ScheduleM/ArchaeologicalArtifacts/NoncashContribsRptdF990,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[ArchaeologicalArtifacts] Archaeological artifacts; [NoncashContribsRptdF990] Revenues reported on F990, Pt VIII, line 1g"
/IRS990ScheduleM/ArchaeologicalArtifacts/NumberOfContributions,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ArchaeologicalArtifacts] Archaeological artifacts; [NumberOfContributions] Number of contributions
/IRS990ScheduleM/ArchaeologicalArtifactsGrp/ContributionCnt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ArchaeologicalArtifactsGrp] Archaeological artifacts; [ContributionCnt] Number of contributions
/IRS990ScheduleM/ArchaeologicalArtifactsGrp/MethodOfDeterminingRevenuesTxt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ArchaeologicalArtifactsGrp] Archaeological artifacts; [MethodOfDeterminingRevenuesTxt] Method of determining revenues
/IRS990ScheduleM/ArchaeologicalArtifactsGrp/NonCashCheckboxInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ArchaeologicalArtifactsGrp] Archaeological artifacts; [NonCashCheckboxInd] Checkbox for lines on Part I
/IRS990ScheduleM/ArchaeologicalArtifactsGrp/NoncashContributionsRptF990Amt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[ArchaeologicalArtifactsGrp] Archaeological artifacts; [NoncashContributionsRptF990Amt] Revenues reported on F990, Pt VIII, line 1g"
/IRS990ScheduleM/ArtFractionalInterest/MethodOfDeterminingRevenues,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ArtFractionalInterest] Art - fractional interest; [MethodOfDeterminingRevenues] Method of determining revenues
/IRS990ScheduleM/ArtFractionalInterest/NonCashCheckbox,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ArtFractionalInterest] Art - fractional interest; [NonCashCheckbox] Checkbox for lines on Part I
/IRS990ScheduleM/ArtFractionalInterest/NoncashContribsRptdF990,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[ArtFractionalInterest] Art - fractional interest; [NoncashContribsRptdF990] Revenues reported on F990, Pt VIII, line 1g"
/IRS990ScheduleM/ArtFractionalInterest/NumberOfContributions,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ArtFractionalInterest] Art - fractional interest; [NumberOfContributions] Number of contributions
/IRS990ScheduleM/ArtFractionalInterestGrp/ContributionCnt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ArtFractionalInterestGrp] Art - fractional interest; [ContributionCnt] Number of contributions
/IRS990ScheduleM/ArtFractionalInterestGrp/MethodOfDeterminingRevenuesTxt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ArtFractionalInterestGrp] Art - fractional interest; [MethodOfDeterminingRevenuesTxt] Method of determining revenues
/IRS990ScheduleM/ArtFractionalInterestGrp/NonCashCheckboxInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ArtFractionalInterestGrp] Art - fractional interest; [NonCashCheckboxInd] Checkbox for lines on Part I
/IRS990ScheduleM/ArtFractionalInterestGrp/NoncashContributionsRptF990Amt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[ArtFractionalInterestGrp] Art - fractional interest; [NoncashContributionsRptF990Amt] Revenues reported on F990, Pt VIII, line 1g"
/IRS990ScheduleM/ArtHistoricalTreasures/MethodOfDeterminingRevenues,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ArtHistoricalTreasures] Art - Historical treasures; [MethodOfDeterminingRevenues] Method of determining revenues
/IRS990ScheduleM/ArtHistoricalTreasures/NonCashCheckbox,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ArtHistoricalTreasures] Art - Historical treasures; [NonCashCheckbox] Checkbox for lines on Part I
/IRS990ScheduleM/ArtHistoricalTreasures/NoncashContribsRptdF990,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[ArtHistoricalTreasures] Art - Historical treasures; [NoncashContribsRptdF990] Revenues reported on F990, Pt VIII, line 1g"
/IRS990ScheduleM/ArtHistoricalTreasures/NumberOfContributions,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ArtHistoricalTreasures] Art - Historical treasures; [NumberOfContributions] Number of contributions
/IRS990ScheduleM/ArtHistoricalTreasuresGrp/ContributionCnt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ArtHistoricalTreasuresGrp] Art - Historical treasures; [ContributionCnt] Number of contributions
/IRS990ScheduleM/ArtHistoricalTreasuresGrp/MethodOfDeterminingRevenuesTxt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ArtHistoricalTreasuresGrp] Art - Historical treasures; [MethodOfDeterminingRevenuesTxt] Method of determining revenues
/IRS990ScheduleM/ArtHistoricalTreasuresGrp/NonCashCheckboxInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ArtHistoricalTreasuresGrp] Art - Historical treasures; [NonCashCheckboxInd] Checkbox for lines on Part I
/IRS990ScheduleM/ArtHistoricalTreasuresGrp/NoncashContributionsRptF990Amt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[ArtHistoricalTreasuresGrp] Art - Historical treasures; [NoncashContributionsRptF990Amt] Revenues reported on F990, Pt VIII, line 1g"
/IRS990ScheduleM/BoatsAndPlanes/MethodOfDeterminingRevenues,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[BoatsAndPlanes] Boats and planes; [MethodOfDeterminingRevenues] Method of determining revenues
/IRS990ScheduleM/BoatsAndPlanes/NonCashCheckbox,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[BoatsAndPlanes] Boats and planes; [NonCashCheckbox] Checkbox for lines on Part I
/IRS990ScheduleM/BoatsAndPlanes/NoncashContribsRptdF990,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[BoatsAndPlanes] Boats and planes; [NoncashContribsRptdF990] Revenues reported on F990, Pt VIII, line 1g"
/IRS990ScheduleM/BoatsAndPlanes/NumberOfContributions,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[BoatsAndPlanes] Boats and planes; [NumberOfContributions] Number of contributions
/IRS990ScheduleM/BoatsAndPlanesGrp/ContributionCnt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BoatsAndPlanesGrp] Boats and planes; [ContributionCnt] Number of contributions
/IRS990ScheduleM/BoatsAndPlanesGrp/MethodOfDeterminingRevenuesTxt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BoatsAndPlanesGrp] Boats and planes; [MethodOfDeterminingRevenuesTxt] Method of determining revenues
/IRS990ScheduleM/BoatsAndPlanesGrp/NonCashCheckboxInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BoatsAndPlanesGrp] Boats and planes; [NonCashCheckboxInd] Checkbox for lines on Part I
/IRS990ScheduleM/BoatsAndPlanesGrp/NoncashContributionsRptF990Amt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[BoatsAndPlanesGrp] Boats and planes; [NoncashContributionsRptF990Amt] Revenues reported on F990, Pt VIII, line 1g"
/IRS990ScheduleM/BooksAndPublications/MethodOfDeterminingRevenues,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[BooksAndPublications] Books and publications; [MethodOfDeterminingRevenues] Method of determining revenues
/IRS990ScheduleM/BooksAndPublications/NonCashCheckbox,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[BooksAndPublications] Books and publications; [NonCashCheckbox] Checkbox for lines on Part I
/IRS990ScheduleM/BooksAndPublications/NoncashContribsRptdF990,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[BooksAndPublications] Books and publications; [NoncashContribsRptdF990] Revenues reported on F990, Pt VIII, line 1g"
/IRS990ScheduleM/BooksAndPublications/NumberOfContributions,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[BooksAndPublications] Books and publications; [NumberOfContributions] Number of contributions
/IRS990ScheduleM/BooksAndPublicationsGrp/ContributionCnt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksAndPublicationsGrp] Books and publications; [ContributionCnt] Number of contributions
/IRS990ScheduleM/BooksAndPublicationsGrp/MethodOfDeterminingRevenuesTxt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksAndPublicationsGrp] Books and publications; [MethodOfDeterminingRevenuesTxt] Method of determining revenues
/IRS990ScheduleM/BooksAndPublicationsGrp/NonCashCheckboxInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksAndPublicationsGrp] Books and publications; [NonCashCheckboxInd] Checkbox for lines on Part I
/IRS990ScheduleM/BooksAndPublicationsGrp/NoncashContributionsRptF990Amt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[BooksAndPublicationsGrp] Books and publications; [NoncashContributionsRptF990Amt] Revenues reported on F990, Pt VIII, line 1g"
/IRS990ScheduleM/CarsAndOtherVehicles/MethodOfDeterminingRevenues,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CarsAndOtherVehicles] Cars and other vehicles; [MethodOfDeterminingRevenues] Method of determining revenues
/IRS990ScheduleM/CarsAndOtherVehicles/NonCashCheckbox,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CarsAndOtherVehicles] Cars and other vehicles; [NonCashCheckbox] Checkbox for lines on Part I
/IRS990ScheduleM/CarsAndOtherVehicles/NoncashContribsRptdF990,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[CarsAndOtherVehicles] Cars and other vehicles; [NoncashContribsRptdF990] Revenues reported on F990, Pt VIII, line 1g"
/IRS990ScheduleM/CarsAndOtherVehicles/NumberOfContributions,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CarsAndOtherVehicles] Cars and other vehicles; [NumberOfContributions] Number of contributions
/IRS990ScheduleM/CarsAndOtherVehiclesGrp/ContributionCnt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CarsAndOtherVehiclesGrp] Cars and other vehicles; [ContributionCnt] Number of contributions
/IRS990ScheduleM/CarsAndOtherVehiclesGrp/MethodOfDeterminingRevenuesTxt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CarsAndOtherVehiclesGrp] Cars and other vehicles; [MethodOfDeterminingRevenuesTxt] Method of determining revenues
/IRS990ScheduleM/CarsAndOtherVehiclesGrp/NonCashCheckboxInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CarsAndOtherVehiclesGrp] Cars and other vehicles; [NonCashCheckboxInd] Checkbox for lines on Part I
/IRS990ScheduleM/CarsAndOtherVehiclesGrp/NoncashContributionsRptF990Amt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[CarsAndOtherVehiclesGrp] Cars and other vehicles; [NoncashContributionsRptF990Amt] Revenues reported on F990, Pt VIII, line 1g"
